title,description_x,release_year,runtime,imdb_id,imdb_score,imdb_votes,show_id,type,director,cast,country,date_added,age_certification,num_releases,listed_in,description_y,num_listed_in,first_cast,cast_freq_mean,genre_freq_mean
Love for Sale 2,Tired of matchmaking by his mother Ican bring woman from date application and introduce her to Ros Their family relation be warmed thanks to Arini and Ican start to like her,2019,92,tt10643938,7.0,549,s2931,Movie,Andibachtiar Yusuf,"Della Dartyan, Adipati Dolken, Ratna Riantiarno, Ariyo Wahab, Bastian Steel, Gading Marten, Putri Ayudya, Taskya Namya, Egi Fedly, Yayu Unru, Abdurrahman Arif",Indonesia,"February 10, 2020",TV-14,1,"Dramas, International Movies, Romantic Movies","Exhausted with his mother’s failed attempts at setting him up with women, Ican hires an ideal partner from a matchmaking app.",3,Della Dartyan,2.5454545454545454,1761.6666666666667
Los Tigres del Norte at Folsom Prison,band Los Tigres del Norte visit both male and female inmate of Folsom Prison Inmates share their story and how music of Los Tigres del Norte speaks to them,2019,64,tt10857582,7.0,170,s3514,Movie,Tom Donahue,Los Tigres del Norte,United States,"September 15, 2019",TV-PG,1,"Documentaries, International Movies, Music & Musicals",The beloved norteño band Los Tigres del Norte performs for the inmates of Folsom Prison on the 50th anniversary of Johnny Cash's iconic concert.,3,Los Tigres del Norte,1.0,1033.6666666666667
Cops and Robbers,Animation and activism unite in multimedia spoken-word response to police brutality and racial injustice,2020,8,tt13322484,6.9,2281,s1485,Movie,"Arnon Manor, Timothy Ware-Hill",Timothy Ware-Hill,United States,"December 28, 2020",PG-13,1,Dramas,Animation and activism unite in this multimedia spoken-word response to police brutality and racial injustice.,1,Timothy Ware-Hill,1.0,2310.0
Nailed It! Germany,"Home cook try and inevitably fail to re-create spectacular confection on comical competition show for sweet 5,000 euro",2020,35,tt11460744,5.7,100,s3013,TV Show,Unknown,"Angelina Kirsch, Bernd Siefert",Germany,"January 17, 2020",TV-14,1,"International TV Shows, Reality TV","Home cooks try – and inevitably fail – to re-create spectacular confections on this comical competition show, all for a sweet 5,000 euros.",2,Angelina Kirsch,1.0,594.5
Six Windows in the Desert,From theatre play to aftermath of plane crash collection of short from Saudi filmmaker depict nuance of Saudi Arabian culture,2020,21,tt11874042,4.3,3074,s2878,TV Show,"Ali Kalthami, Meshal Aljaser, Faris Godus, Mohamed al Salman, Faisal al Amer","Moayad Alnefaie, Mohammed Alhamdan, Citi Bet Baydi, Sadeem Alshehri, Mohammed Albakri, Moayed Althagafi, Hussain Alyahya, Abeer Alotaibi, Zara Albalushi, Ali Alshehabi",Saudi Arabia,"February 27, 2020",TV-14,1,TV Shows,"From a theatre play to the aftermath of a plane crash, this collection of shorts from Saudi filmmakers depicts the nuances of Saudi Arabian culture.",1,Moayad Alnefaie,1.2,5.0
Isa Pa with Feelings,frustrated architect find solace with deaf-mute neighbor But their relationship be face with challenge a miscommunications kick in,2019,102,tt10555482,7.9,332,s1494,Movie,Prime Cruz,"Maine Mendoza, Carlo Aquino, Lotlot De Leon, Cris Villanueva, Nikki Valdez, Vangie Labalan, Geleen Eugenio",Philippines,"December 25, 2020",TV-G,1,"International Movies, Romantic Movies","When an aspiring architect falls for her Deaf neighbor, they develop a connection and set out to form their own love language despite their differences.",2,Maine Mendoza,2.0,1487.5
Kasanova,romantic comedy about single dad who fall in love with Mother of his son Crush It be battle for love highlight Family friendship and love,2019,115,tt10887282,6.7,43,s2333,Movie,Oluseyi Asurf,"Wale Ojo, Ireti Doyle, Alvin Abayomi, Toyin Abraham, Ruby Akubueze, Chimezie Imo, Tomiwa Tegbe",Nigeria,"June 26, 2020",TV-14,1,"Comedies, International Movies, Romantic Movies","After losing his wife, a single father indulges in flimsy flings until he meets his son's music teacher, who imparts a few lessons on love.",3,Wale Ojo,4.142857142857143,1516.3333333333333
Small Chops,When business mogul hire exotic dancer for weekend of entertainment it quickly morph into messy situation full of misunderstand,2020,98,tt11822492,2.9,30,s757,Movie,Robert Peters,"Chika Ike, Max Cavenham, Nkem Owoh, Nse Ikpe-Etim, Toyin Abraham, Eucharia Anunobi, Sophie Alakija, Hafis Ayetoro, Omotunde Adebowale David",Nigeria,"June 5, 2021",TV-MA,1,"Dramas, International Movies, Romantic Movies","When a business mogul hires an exotic dancer for a weekend of entertainment, it quickly morphs into a messy situation full of misunderstanding.",3,Chika Ike,3.2222222222222223,1761.6666666666667
Finding Agnes,On emotional journey in Morocco entrepreneur piece together turbulent life of his estranged mother and meet her adopted daughter,2020,105,tt13328840,4.9,155,s1631,Movie,Marla M. Ancheta,"Jelson Bay, Sue Ramirez, Sandy Andolong, Roxanne Guinoo, Cheska Iñigo, Hannah Ledesma, Yuan Francisco, Raffa Esplana, Varoon Kessop",Philippines,"November 30, 2020",TV-PG,1,"Dramas, International Movies","On an emotional journey in Morocco, an entrepreneur pieces together the turbulent life of his estranged mother and meets her adopted daughter.",2,Jelson Bay,1.6666666666666667,2351.0
Pegasus,Zhang Chi hubris and dominate six-time racing champion fall from grace follow crisis After five-year suspension from motorsport now single-father to six-year-old boy throw down gauntlet once again,2019,98,tt9597190,6.3,1727,s3792,Movie,Han Han,"Shen Teng, Yin Zheng, Johnny Huang, Zhang Benyu, Yin Fang, Tian Yu, Wei Xiang",China,"May 31, 2019",TV-MA,1,"Comedies, Dramas, International Movies","After a five-year suspension, a once-legendary race car driver decides to get back in the game against a new generation of opponents.",3,Shen Teng,1.2857142857142858,2092.0
Kannum Kannum Kollaiyadithaal,Two wily online scammer mend their fraudulent way after meet girl of their dream â€ ” until deceitful discovery throw their world for loop,2020,162,tt8042292,7.7,6647,s2761,Movie,Desingh Periyasamy,"Dulquer Salmaan, Ritu Varma, Rakshan, Niranjani, Gautham Menon, Anish Kuruvilla",India,"March 29, 2020",TV-14,1,"Comedies, Dramas, International Movies","A carefree racing enthusiast’s womanizing ways end when he meets the girl of his dreams, but their newfound peace is disrupted by a dangerous killer.",3,Dulquer Salmaan,2.1666666666666665,2092.0
"Wait, My Youth",story about naivety of young love pureness and beauty of friendship and warmth of family surround group of friend Su Can Can love learn about literary work In her adolescence she meet her best friend ....,2019,36,tt12071466,8.1,121,s3368,TV Show,Unknown,"Zhao Yiqin, Li Jiaqi, Li Geyang, Xu Mengyuan, Wu Shuangyi, Dong Yanlei, Vincent Wei",China,"October 27, 2019",TV-PG,1,"International TV Shows, Romantic TV Shows, Teen TV Shows","Six hopeful friends journey into adulthood to create the moments that pull them together, draw them apart and make them fall in love.",3,Zhao Yiqin,1.0,469.0
Nailed It! France,"On fun and funny competition show home baker talented in catastrophe struggle to re-create dessert masterpiece and win 5,000 euro prize",2019,34,tt10990804,6.4,112,s3378,TV Show,Unknown,"Artus, Noémie Honiat",France,"October 25, 2019",TV-14,1,"International TV Shows, Reality TV","On this fun and funny competition show, home bakers talented in catastrophe struggle to re-create dessert masterpieces and win a 5,000 euro prize.",2,Artus,1.0,594.5
GIMS: On the Record,Go backstage with beloved rap superstar Gims in year lead up to his major 2019 Stade de France performance in up-close documentary,2020,96,tt12982218,6.8,207,s1985,Movie,Florent Bodin,Maître Gims,France,"September 17, 2020",TV-MA,1,"Documentaries, International Movies, Music & Musicals",Go backstage with beloved rap superstar Gims in the year leading up to his major 2019 Stade de France performance in this up-close documentary.,3,Maître Gims,1.0,1033.6666666666667
Bangkok Buddies,Living under same roof group of unabashed friend wrestle with everyday issue from financial woe and share quarter to romantic misfire,2019,40,tt11513508,6.8,17,s3250,TV Show,Unknown,"Vayu Kessuvit, Ekapol Deebunmee, Nuttapong Boonyuen, Thanadol Auepongs, Martin Sidel, Nichaphat Chatchaipholrat, Narupornkamol Chaisang, Jidapa Siribunchawan, Hortnarong Teng, Everest Moe, Le Trung Hieu",Thailand,"November 20, 2019",TV-MA,1,"International TV Shows, TV Comedies, TV Dramas","Living under the same roof, a group of unabashed friends wrestle with everyday issues from financial woes and shared quarters to romantic misfires.",3,Vayu Kessuvit,1.4545454545454546,728.6666666666666
Leyla Everlasting,resilient housewife her husband and their marriage therapist become mire in toxic love triangle and plot to obtain antique manuscript,2020,112,tt11792734,3.7,7453,s1595,Movie,Unknown,"Demet Akbağ, Haluk Bilginer, Elçin Sangu, Fırat Tanış, Alican Yücesoy, Emre Kıvılcım, Hakan Eke, İhsan Ceylan, Bimen Zartar",Turkey,"December 4, 2020",TV-MA,1,"Comedies, International Movies","A resilient housewife, her husband and their marriage therapist become mired in a toxic love triangle and a plot to obtain an antique manuscript.",2,Demet Akbağ,3.555555555555556,1983.0
Bigflo & Oli: Hip Hop Frenzy,Go backstage with French rap duo Bigflo & Oli in intimate music documentary then join superstar sibling a they embark on major tour,2020,100,tt13161318,6.7,118,s1875,Movie,"Bigflo & Oli, Jérémie Levypon",Bigflo & Oli,France,"October 8, 2020",TV-MA,1,"Documentaries, International Movies, Music & Musicals","Go backstage with French rap duo Bigflo & Oli in this intimate music documentary, then join the superstar siblings as they embark on a major tour.",3,Bigflo & Oli,1.0,1033.6666666666667
Pinky Malinky,Pinky Malinky see bright side of everything include be bear hot dog With his BFFs in tow little wiener take bite out of life,2019,13,tt5621544,5.8,865,s3660,TV Show,Unknown,"Lucas Grabeel, Nathan Kress, Diamond White, Danny Jacobs, Retta, Colleen Smith, Vargus Mason, Lauren Tom, Robbie Daymond, Grey Griffin",United States,"July 17, 2019",TV-Y7,3,"Kids' TV, TV Comedies","Pinky Malinky sees the bright side of everything, including being born a hot dog. With his BFFs in tow, this little wiener takes a bite out of life.",2,Lucas Grabeel,4.0,412.0
Mallesham,life of Padma Shri winner Chintakindi Mallesham who invent ASU machine process yarn for saree mechanically be be recreate in biopic,2019,131,tt9742362,8.3,1036,s3255,Movie,Raj R,"Jhansi, Priyadarshi Pullikonda, Ananya Nagalla",India,"November 20, 2019",TV-14,1,"Dramas, Independent Movies, International Movies","A self-trained engineer risks debt, love and reputation in his quest to improve the grueling work conditions of his mother and her weaving community.",3,Jhansi,2.6666666666666665,1814.6666666666667
Deon Cole: Cole Hearted,Embracing his belief comedy be last raw form of expression Deon Cole explain right time to thank Jesus and wrong time to say welp,2019,69,tt10977680,6.9,883,s3442,Movie,Ryan Polito,Deon Cole,United States,"October 8, 2019",TV-MA,1,Stand-Up Comedy,"Embracing his belief that comedy is the last raw form of expression, Deon Cole explains the right time to thank Jesus and the wrong time to say ""welp.""",1,Deon Cole,8.0,310.0
15-Aug,On India 's Independence Day zany mishap in Mumbai chawl disrupt young love story while compel resident to unite in aid of little boy,2019,124,tt9817300,5.8,273,s5967,Movie,Swapnaneel Jayakar,"Rahul Pethe, Mrunmayee Deshpande, Adinath Kothare, Vaibhav Mangale, Jaywant Wadkar, Satish Pulekar, Naina Apte, Uday Tikekar",India,"March 29, 2019",TV-14,1,"Comedies, Dramas, Independent Movies","On India's Independence Day, a zany mishap in a Mumbai chawl disrupts a young love story while compelling the residents to unite in aid of a little boy.",3,Rahul Pethe,2.625,1542.0
Mehandi Circus,music shop owner fall in love with girl from circus troupe that visit his village but caste and class stand in way,2019,135,tt9665400,7.4,543,s3360,Movie,Saravana Rajendran,"Madhampatti Rangaraj, Shweta Tripathi, Vela Ramamoorthy, Ankur Vikal, G. Marimuthu, Sunny Charles",India,"October 30, 2019",TV-MA,1,"Dramas, International Movies, Romantic Movies","In the early 1990s, the love between a cassette shop owner and a traveling circus performer challenges caste barriers and disapproving parents.",3,Madhampatti Rangaraj,2.0,1761.6666666666667
A New York Christmas Wedding,As her Christmas Eve wed draw near Jennifer be visit by angel and show what could have be if she have n't deny her true feeling for her childhood best friend,2020,88,tt10768194,5.3,1111,s1732,Movie,Otoja Abit,"Nia Fairweather, Chris Noth, Cooper Koch, Tyra Ferrell, Denny Dillon, Adriana DeMeo, Otoja Abit, David Anzuelo, Camilla Harden, Natasha Goodman, Avery Whitted, Tony D. Head, Joe Perrino",United States,"November 5, 2020",TV-MA,1,"Dramas, LGBTQ Movies, Romantic Movies","As her wedding nears, a bride-to-be is visited by an angel who reveals what could have been if she'd followed feelings for her childhood best friend.",3,Nia Fairweather,1.3846153846153846,991.6666666666666
Sanitation Day,Two cop must contend with uncooperative tenant of apartment complex a they try to solve murder before crime scene be wiped clean,2020,104,tt13445916,3.3,17,s430,Movie,Seyi Babatope,"Blossom Chukwujekwu, Elozonam Ogbolu, Nse Ikpe-Etim, Belinda Effah, Saeed Mohammed, Chukwuemeka Okoroafor, Kunle Fawole, Chris Okagbue, Adebayo Salami, Charles Inojie, Elvina Ibru, Tobi Bakare",Nigeria,"July 21, 2021",TV-14,1,"Dramas, International Movies, Thrillers",Two cops must contend with the uncooperative tenants of an apartment complex as they try to solve a murder before the crime scene is wiped clean.,3,Blossom Chukwujekwu,2.75,1750.3333333333333
The Millions,Bem be ultimate guy With good look sweet mouth and with intellect can only be rival by his humour When Bem be approach by old friend Wole Baba about job his first thought be to walk away a he fear heat will come with such job job be simple enough be stack of forty-two million dollar hidden away in apartment own by unknown politician If Bem can move money he can keep it but for large chunk go to his contact a finder 's fee But when dangerous man he dupe early threaten his life he decide to give it shot He reunite with his former partner Jerome who leave game after marriage and they start to plan what could possibly be great heist country have ever witness After several impossible suggestion Bem and Jerome come up with dicey plan They start to navigate several problem they could encounter and what be suppose to be two man job turn to six man job with single one of them have ulterior motive of be on job,2019,94,tt10912990,5.5,38,s2232,Movie,"Toka McBaror, Tunde Apalowo","Ramsey Nouah, Blossom Chukwujekwu, Ayo Makun, Nancy Isime, Ali Nuhu, Folusho Durojaiye, Toyin Abraham, Chika Lann, Broda Shaggi, Etinosa Idemudia",Nigeria,"July 17, 2020",TV-MA,1,"Comedies, International Movies","To pull off a massive heist, a charismatic con artist attempts to rob a fortified home with the help of a team he can't completely trust.",2,Ramsey Nouah,6.3,1983.0
